Timestamp;Test mode;Model;Process_time(s);train_accuracy;Num Epochs;Eval Loss;Train Loss;eval_accuracy
2025-08-14/12:27:16;zero;gemma2_trained_108;93.21806730000026;98.14814814814817;1;1.1170508861541748;1.7715910502842491;93.33333333333331
2025-08-14/12:31:25;zero;gemma2_trained_108;88.03582019999885;99.07407407407408;2;0.9472660422325134;1.2772397313799178;93.33333333333331
2025-08-14/12:36:00;zero;gemma2_trained_108;84.92489509999905;99.07407407407408;3;0.8460176587104797;1.0015835534958613;96.66666666666669
2025-08-14/12:41:01;zero;gemma2_trained_108;84.97466779999922;100.0;4;0.9412333965301514;0.8218392729759216;96.66666666666669
2025-08-14/12:46:22;zero;gemma2_trained_108;85.44939569999951;100.0;5;1.094416856765747;0.6806001765387398;100.0
2025-08-14/12:52:30;zero;gemma2_trained_108;87.44392810000318;100.0;6;1.3348277807235718;0.5729577708102408;96.66666666666669
2025-08-14/13:37:17;zero;gemma2_trained_108;519.3508144999996;100.0;7;1.4318538904190063;0.4991390841956041;96.66666666666669
2025-08-14/14:18:48;zero;gemma2_trained_108;487.7698120999994;100.0;8;1.4961416721343994;0.4450009965470859;96.66666666666669
2025-08-14/15:18:20;zero;gemma2_trained_108;586.6480620000002;100.0;9;1.558043360710144;0.4028435604912894;96.66666666666669
2025-08-14/17:54:07;zero;gemma2_trained_108;85.45368839999719;100.0;10;1.581234574317932;0.3702149489096233;93.33333333333331
2025-08-14/18:02:17;zero;gemma2_trained_108;85.15345360000356;100.0;11;1.6023274660110474;0.3418424613290018;96.66666666666669
2025-08-14/18:10:49;zero;gemma2_trained_108;84.81776969999919;100.0;12;1.6434794664382937;0.3199754602142742;96.66666666666669
2025-08-14/18:19:50;zero;gemma2_trained_108;85.06273430000147;100.0;13;1.680847406387329;0.30062717985320875;93.33333333333333
2025-08-14/16:17:42;zero;gemma3_1b_trained_108;107.72812010000052;94.44444444444444;1;1.5333834886550903;2.5065858023507253;90.0
2025-08-14/16:21:57;zero;gemma3_1b_trained_108;114.09515810000084;98.14814814814817;2;1.169316053390503;1.745176042829241;96.66666666666669
2025-08-14/16:26:30;zero;gemma3_1b_trained_108;107.6098791000004;98.14814814814817;3;1.0563453435897827;1.4153817948840914;100.0
2025-08-14/16:31:31;zero;gemma3_1b_trained_108;104.03105110000251;100.0;4;1.0225640535354614;1.203601828643254;100.0
2025-08-14/16:37:00;zero;gemma3_1b_trained_108;98.60550839999632;100.0;5;1.0660223960876465;1.0411603791373116;96.66666666666669
2025-08-14/16:42:49;zero;gemma3_1b_trained_108;98.15639660000306;100.0;6;1.1819313764572144;0.9159493786948067;90.0
2025-08-14/16:49:05;zero;gemma3_1b_trained_108;98.64932380000027;100.0;7;1.343647003173828;0.8030314095774476;96.66666666666669
2025-08-14/16:56:28;zero;gemma3_1b_trained_108;128.71781869999904;100.0;8;1.5233612060546875;0.7075220048427582;93.33333333333331
2025-08-14/17:03:34;zero;gemma3_1b_trained_108;98.4450508000009;100.0;9;1.617498755455017;0.628957350102682;96.66666666666669
2025-08-14/17:11:10;zero;gemma3_1b_trained_108;98.33518449999974;100.0;10;1.691834807395935;0.5674492239952087;100.0
2025-08-14/17:19:14;zero;gemma3_1b_trained_108;98.54843480000272;100.0;11;1.730323314666748;0.5195704477948028;93.33333333333331
2025-08-14/17:27:50;zero;gemma3_1b_trained_108;99.79426760000206;100.0;12;1.7540977001190186;0.4810920999873252;93.33333333333331
2025-08-14/17:37:03;zero;gemma3_1b_trained_108;98.90281540000069;100.0;13;1.780417561531067;0.4483428911848383;100.0
2025-08-14/18:56:27;zero;gemma3n_e2b_it_trained_108;527.2826314999984;87.03703703703704;1;1.4463459253311155;3.8202236720493854;80.0
2025-08-14/19:10:09;zero;gemma3n_e2b_it_trained_108;229.73966849999124;95.37037037037037;2;1.1776597499847412;2.4269111837659563;93.33333333333331
2025-08-14/19:19:50;zero;gemma3n_e2b_it_trained_108;227.16088519999903;98.14814814814817;3;1.098737359046936;1.8679125649588448;96.66666666666669
2025-08-14/19:29:00;zero;gemma3n_e2b_it_trained_108;224.67734550000023;99.07407407407408;4;1.1772080659866333;1.529969104698726;100.0
2025-08-14/19:47:17;zero;gemma3n_e2b_it_trained_108;225.99687030000496;99.07407407407408;5;1.369636058807373;1.2839525529316491;96.66666666666669
2025-08-14/19:58:18;zero;gemma3n_e2b_it_trained_108;227.3496305000008;100.0;6;1.651492953300476;1.092363348319417;96.66666666666669
2025-08-14/20:27:12;zero;gemma3n_e2b_it_trained_108;227.87867830000323;100.0;7;1.9416773319244385;0.948682036326856;96.66666666666669
2025-08-14/20:39:06;zero;gemma3n_e2b_it_trained_108;228.1405191999948;100.0;8;2.0574076175689697;0.8399967700242996;96.66666666666669
2025-08-14/20:51:36;zero;gemma3n_e2b_it_trained_108;225.54470999999467;100.0;9;2.0823707580566406;0.7551197920526777;100.0
2025-08-14/21:04:56;zero;gemma3n_e2b_it_trained_108;225.3830208;100.0;10;2.1200852394104004;0.6872625308377402;96.66666666666669
2025-08-14/21:19:03;zero;gemma3n_e2b_it_trained_108;226.45695929999783;100.0;11;2.2748191356658936;0.6302520369554495;96.66666666666669
2025-08-14/21:33:53;zero;gemma3n_e2b_it_trained_108;228.7435820000028;100.0;12;2.2670137882232666;0.5862140712283906;93.33333333333331
2025-08-14/21:49:23;zero;gemma3n_e2b_it_trained_108;225.7828970000046;99.07407407407408;13;2.287053108215332;0.5485133679358514;96.66666666666667

2025-08-14/22:01:31;zero;gemma2_trained_216;85.83117720000155;98.14814814814817;1;0.9687992930412292;1.4440737123842593;93.33333333333331
2025-08-14/22:06:36;zero;gemma2_trained_216;85.90031799999997;94.44444444444444;2;0.8498528003692627;1.04288469420539;86.66666666666667
2025-08-14/22:12:33;zero;gemma2_trained_216;84.26038759999938;100.0;3;0.9664461612701416;0.8394982682334052;100.0
2025-08-14/22:19:17;zero;gemma2_trained_216;84.29083209999953;99.07407407407408;4;1.2312079668045044;0.6848251775459007;93.33333333333331
2025-08-14/22:26:56;zero;gemma2_trained_216;84.7862277000022;100.0;5;1.4518496990203855;0.5702684393635502;93.33333333333331
2025-08-14/22:35:27;zero;gemma2_trained_216;84.69606169999315;99.07407407407408;6;1.5757192373275757;0.4911768458507679;93.33333333333331
2025-08-14/22:44:52;zero;gemma2_trained_216;85.16355489999842;100.0;7;1.6630254983901978;0.4347046588463758;93.33333333333331
2025-08-14/22:55:07;zero;gemma2_trained_216;84.702460600005;100.0;8;1.7170697450637815;0.3924985826015472;86.66666666666667
2025-08-14/23:06:14;zero;gemma2_trained_216;85.25136629999906;100.0;9;1.7516255378723145;0.3586422842716484;93.33333333333331
2025-08-14/23:18:14;zero;gemma2_trained_216;84.83241580000322;100.0;10;1.7754323482513428;0.3317990011639065;96.66666666666669
2025-08-14/23:31:04;zero;gemma2_trained_216;85.74453319999884;99.07407407407408;11;1.829455733299256;0.309632734818892;100.0
2025-08-14/23:45:04;zero;gemma2_trained_216;84.55072280000604;100.0;12;1.840198040008545;0.2915894157356686;93.33333333333331
2025-08-14/23:59:36;zero;gemma2_trained_216;84.97657799999433;100.0;13;1.874449372291565;0.2760457445753266;90.0
2025-08-15/00:04:09;zero;gemma3_1b_trained_216;115.0076534999971;94.44444444444444;1;1.1927908658981323;1.8779560018468784;93.33333333333331
2025-08-15/00:09:11;zero;gemma3_1b_trained_216;99.03430690000096;97.2222222222222;2;1.013036847114563;1.367548827771787;86.66666666666667
2025-08-15/00:15:04;zero;gemma3_1b_trained_216;99.2454349000036;99.07407407407408;3;1.0174994468688965;1.1312508759675202;96.66666666666669
2025-08-15/00:21:49;zero;gemma3_1b_trained_216;98.9719402999981;100.0;4;1.1071265935897827;0.9657519216890688;93.33333333333331
2025-08-15/00:29:28;zero;gemma3_1b_trained_216;100.56212290000258;100.0;5;1.2919635772705078;0.8329779783884684;93.33333333333331
2025-08-15/00:37:58;zero;gemma3_1b_trained_216;99.301521699992;100.0;6;1.5131479501724243;0.7234091924296485;93.33333333333331
2025-08-15/00:47:21;zero;gemma3_1b_trained_216;99.80607690000032;100.0;7;1.7039432525634766;0.630364525255072;100.0
2025-08-15/00:57:34;zero;gemma3_1b_trained_216;99.81953069999872;100.0;8;1.83587908744812;0.5612136037261398;96.66666666666669
2025-08-15/01:08:36;zero;gemma3_1b_trained_216;99.29494390000036;100.0;9;1.8964611291885376;0.5061479994544277;100.0
2025-08-15/01:20:32;zero;gemma3_1b_trained_216;99.90882869999768;100.0;10;1.9481295347213743;0.4635571130999812;96.66666666666669
2025-08-15/01:33:20;zero;gemma3_1b_trained_216;100.20823150000795;100.0;11;1.980120301246643;0.4284934515904898;96.66666666666669
2025-08-15/01:46:55;zero;gemma3_1b_trained_216;99.05259639999711;100.0;12;1.9879742860794067;0.3994832582495831;96.66666666666669
2025-08-15/02:01:23;zero;gemma3_1b_trained_216;99.18758020000678;100.0;13;2.026019334793091;0.375602863113425;96.66666666666669
2025-08-15/02:09:07;zero;gemma3n_e2b_it_trained_216;233.46387299999333;95.37037037037037;1;1.2300903797149658;2.53813577581335;93.33333333333331
2025-08-15/02:22:18;zero;gemma3n_e2b_it_trained_216;231.0011555999954;98.14814814814817;2;1.0763691663742063;1.7162395671561912;93.33333333333331
2025-08-15/02:41:07;zero;gemma3n_e2b_it_trained_216;231.54569159999664;99.07407407407408;3;1.1294770240783691;1.3436984441898487;93.33333333333331
2025-08-15/03:05:51;zero;gemma3n_e2b_it_trained_216;233.81890230000133;100.0;4;1.4249287843704224;1.0901670764993738;93.33333333333331
2025-08-15/03:36:41;zero;gemma3n_e2b_it_trained_216;231.81431290000185;100.0;5;1.8750672340393064;0.9019785624963266;93.33333333333331
2025-08-15/04:13:41;zero;gemma3n_e2b_it_trained_216;232.8120005000092;100.0;6;2.1449599266052246;0.7733087788025538;96.66666666666669
2025-08-15/04:57:55;zero;gemma3n_e2b_it_trained_216;231.3696617999958;99.07407407407408;7;2.278191328048706;0.6777261615430237;96.66666666666669
2025-08-15/05:48:30;zero;gemma3n_e2b_it_trained_216;232.25592779999715;99.07407407407408;8;2.396589517593384;0.6078973205553161;96.66666666666669
2025-08-15/06:50:21;zero;gemma3n_e2b_it_trained_216;231.7592786000023;100.0;9;2.4593992233276367;0.5492609192314462;96.66666666666669
2025-08-15/08:04:42;zero;gemma3n_e2b_it_trained_216;239.141222300008;100.0;10;2.5103042125701904;0.5041179259618124;96.66666666666669
2025-08-15/09:18:47;zero;gemma3n_e2b_it_trained_216;255.51999129999604;100.0;11;2.5271942615509038;0.4700280277415959;96.66666666666669
2025-08-15/10:28:33;zero;gemma3n_e2b_it_trained_216;263.14938250000705;100.0;12;2.561721086502075;0.4405034665524224;93.33333333333333

2025-08-15/10:52:34;zero;gemma2_trained_324;85.59345939999912;99.07407407407408;1;0.8506869673728943;1.249429702758789;93.33333333333331
2025-08-15/10:58:27;zero;gemma2_trained_324;85.90853539999807;100.0;2;0.9159033298492432;0.9238174688525316;100.0
2025-08-15/11:05:36;zero;gemma2_trained_324;85.49211130000185;100.0;3;1.1021064519882202;0.7314707476918291;93.33333333333331
2025-08-15/11:14:00;zero;gemma2_trained_324;85.70712799999455;99.07407407407408;4;1.392491102218628;0.5971524551874254;90.0
2025-08-15/11:23:42;zero;gemma2_trained_324;85.88211580000643;100.0;5;1.586821675300598;0.5016877784961608;93.33333333333331
2025-08-15/11:34:40;zero;gemma2_trained_324;85.6754734999995;100.0;6;1.6367595195770264;0.4375551158819741;100.0
2025-08-15/11:46:57;zero;gemma2_trained_324;85.5135891999962;100.0;7;1.6932319402694702;0.3912894173366267;93.33333333333331
2025-08-15/12:00:27;zero;gemma2_trained_324;85.72661369999696;100.0;8;1.7294048070907593;0.3549846250836442;93.33333333333331
2025-08-15/12:15:14;zero;gemma2_trained_324;85.41498649999266;100.0;9;1.7738914489746094;0.3273698580943472;100.0
2025-08-15/12:31:21;zero;gemma2_trained_324;86.02321670000674;100.0;10;1.78574800491333;0.3052628786098666;96.66666666666669
2025-08-15/12:49:06;zero;gemma2_trained_324;85.59318390001135;100.0;11;1.8232563734054563;0.286386989172705;93.33333333333331
2025-08-15/13:07:41;zero;gemma2_trained_324;85.30556410001009;100.0;12;1.8672031164169312;0.2699816592825138;100.0
2025-08-15/13:27:35;zero;gemma2_trained_324;85.59356530000514;100.0;13;1.9361971616744995;0.2567170733135144;100.0
2025-08-15/13:32:23;zero;gemma3_1b_trained_324;106.0405546999973;95.37037037037037;1;1.0720561742782593;1.6128737752030535;96.66666666666669
2025-08-15/13:38:14;zero;gemma3_1b_trained_324;99.19200549999368;99.07407407407408;2;1.0127578973770142;1.1975124652792768;100.0
2025-08-15/13:45:19;zero;gemma3_1b_trained_324;98.4485360000108;100.0;3;1.0863457918167114;0.9890448097291032;93.33333333333331
2025-08-15/13:53:39;zero;gemma3_1b_trained_324;97.57012770000438;100.0;4;1.2605067491531372;0.8342253696627733;93.33333333333331
2025-08-15/14:03:15;zero;gemma3_1b_trained_324;98.6028881999955;100.0;5;1.4973701238632202;0.7140402514760087;93.33333333333331
2025-08-15/14:14:07;zero;gemma3_1b_trained_324;98.41546249999374;100.0;6;1.7628061771392822;0.6187319140124127;93.33333333333331
2025-08-15/14:26:13;zero;gemma3_1b_trained_324;99.14131690000067;100.0;7;1.919575333595276;0.5457787754643669;96.66666666666669
2025-08-15/14:39:36;zero;gemma3_1b_trained_324;98.93804039999668;100.0;8;1.9775197505950928;0.4890981600051973;96.66666666666669
2025-08-15/14:54:12;zero;gemma3_1b_trained_324;98.45645600001444;100.0;9;2.014220952987671;0.4464411550380673;96.66666666666669
2025-08-15/15:10:05;zero;gemma3_1b_trained_324;99.98329110001214;100.0;10;2.044352531433105;0.4109740830049282;96.66666666666669
2025-08-15/15:27:37;zero;gemma3_1b_trained_324;99.07376880000812;100.0;11;2.0368123054504395;0.3842563481129987;100.0
2025-08-15/15:45:56;zero;gemma3_1b_trained_324;99.01240949999192;100.0;12;2.073033332824707;0.3601488878087299;96.66666666666669
2025-08-15/16:05:31;zero;gemma3_1b_trained_324;98.44406540000637;100.0;13;2.0755131244659424;0.3397707641683868;93.33333333333331
2025-08-15/16:14:07;zero;gemma3n_e2b_it_trained_324;252.72935759999385;98.14814814814817;1;1.11329448223114;2.021928857012493;93.33333333333331
2025-08-15/16:29:43;zero;gemma3n_e2b_it_trained_324;227.67008820001504;99.07407407407408;2;1.0867724418640137;1.4019952663561193;96.66666666666669
2025-08-15/16:53:56;zero;gemma3n_e2b_it_trained_324;228.62344229999871;99.07407407407408;3;1.297119140625;1.0883961150316688;96.66666666666669
2025-08-15/17:26:11;zero;gemma3n_e2b_it_trained_324;227.8785866999824;100.0;4;1.658105492591858;0.8859045083929853;93.33333333333331
2025-08-15/18:05:12;zero;gemma3n_e2b_it_trained_324;231.1137217000069;100.0;5;2.026932954788208;0.7374731319706614;93.33333333333331
2025-08-15/18:53:05;zero;gemma3n_e2b_it_trained_324;229.1580404999986;100.0;6;2.2970242500305176;0.6384465578125744;96.66666666666669
2025-08-15/19:45:38;zero;gemma3n_e2b_it_trained_324;228.08748800000467;99.07407407407408;7;2.390541076660156;0.5665030616501067;93.33333333333331
2025-08-15/20:46:02;zero;gemma3n_e2b_it_trained_324;230.32657839999592;98.14814814814817;8;2.445700168609619;0.5123167968377834;96.66666666666669
2025-08-15/21:58:53;zero;gemma3n_e2b_it_trained_324;234.5485054000019;99.07407407407408;9;2.48980450630188;0.469199610394514;96.66666666666669
2025-08-15/23:17:26;zero;gemma3n_e2b_it_trained_324;230.5161196000117;100.0;10;2.5105538368225098;0.4309178941133545;93.33333333333331
2025-08-16/00:37:57;zero;gemma3n_e2b_it_trained_324;229.8531266000064;99.07407407407408;11;2.521624565124512;0.4029922731501564;93.33333333333331
2025-08-16/04:01:56;zero;gemma3n_e2b_it_trained_324;226.91542169998863;99.07407407407408;12;2.587050437927246;0.3776740917587668;93.33333333333331
2025-08-16/05:41:11;zero;gemma3n_e2b_it_trained_324;227.69328619999573;100.0;13;2.653570890426636;0.3582114731616866;96.66666666666669

2025-08-16/05:46:30;zero;gemma2_trained_432;85.3934811000072;99.07407407407408;1;0.8599261045455933;1.149813872796518;96.66666666666669
2025-08-16/05:53:13;zero;gemma2_trained_432;85.33439200001885;99.07407407407408;2;0.98269784450531;0.8512009161489981;96.66666666666669
2025-08-16/06:01:37;zero;gemma2_trained_432;85.257468900003;98.14814814814817;3;1.1894868612289429;0.6701196674947385;93.33333333333331
2025-08-16/06:11:44;zero;gemma2_trained_432;85.16849820001516;100.0;4;1.4226754903793335;0.5483656034425453;100.0
2025-08-16/06:24:03;zero;gemma2_trained_432;85.30200779999723;100.0;5;1.6170518398284912;0.4659882006821809;100.0
2025-08-16/06:37:30;zero;gemma2_trained_432;85.60449600001448;100.0;6;1.6881444454193115;0.4094712490468849;96.66666666666669
2025-08-16/06:52:39;zero;gemma2_trained_432;85.2927817000018;100.0;7;1.7384151220321655;0.3679558379309518;96.66666666666669
2025-08-16/07:09:50;zero;gemma2_trained_432;85.30649980000453;100.0;8;1.7746130228042605;0.336157952469808;96.66666666666669
2025-08-16/07:28:22;zero;gemma2_trained_432;85.20149829998263;100.0;9;1.844097137451172;0.3111951809851721;96.66666666666669
2025-08-16/07:48:31;zero;gemma2_trained_432;85.40678550003213;100.0;10;1.8555150032043457;0.290962067356816;96.66666666666669
2025-08-16/08:10:30;zero;gemma2_trained_432;86.10650409999653;100.0;11;1.906285047531128;0.27382743501603;96.66666666666669
2025-08-16/08:34:06;zero;gemma2_trained_432;85.79222249999293;100.0;12;1.9365955591201784;0.2592611116943536;93.33333333333331
2025-08-16/08:59:14;zero;gemma2_trained_432;85.45145539997611;100.0;13;1.943713903427124;0.2471275180153697;100.0
2025-08-16/09:04:22;zero;gemma3_1b_trained_432;100.03861659998074;98.14814814814817;1;1.018662691116333;1.4569447217164215;96.66666666666669
2025-08-16/09:11:02;zero;gemma3_1b_trained_432;99.07398049999028;100.0;2;1.038968801498413;1.1037414692066334;96.66666666666669
2025-08-16/09:19:22;zero;gemma3_1b_trained_432;98.70665649999864;99.07407407407408;3;1.159248948097229;0.9048514712004014;96.66666666666669
2025-08-16/09:29:23;zero;gemma3_1b_trained_432;99.85691930001484;99.07407407407408;4;1.38344144821167;0.7599944869677225;96.66666666666669
2025-08-16/09:41:02;zero;gemma3_1b_trained_432;99.28373130000546;100.0;5;1.6716647148132324;0.6505070898267958;96.66666666666669
2025-08-16/09:54:19;zero;gemma3_1b_trained_432;99.44369619997453;100.0;6;1.9065513610839844;0.566919101977054;96.66666666666669
2025-08-16/10:09:13;zero;gemma3_1b_trained_432;99.17280649999157;100.0;7;2.0177998542785645;0.5024948902231045;96.66666666666669
2025-08-16/10:25:53;zero;gemma3_1b_trained_432;99.50980349999736;100.0;8;2.1120545864105225;0.4527208338733072;96.66666666666669
2025-08-16/10:44:33;zero;gemma3_1b_trained_432;99.3606580000196;99.07407407407408;9;2.120204210281372;0.4146030281551581;96.66666666666669
2025-08-16/11:04:31;zero;gemma3_1b_trained_432;99.35905430000275;100.0;10;2.146290779113769;0.3843320186491366;96.66666666666669
2025-08-16/11:26:07;zero;gemma3_1b_trained_432;99.24006839998763;100.0;11;2.157191038131714;0.3593023782878211;100.0
2025-08-16/11:49:17;zero;gemma3_1b_trained_432;99.09794770000735;100.0;12;2.186758279800415;0.3377550714361815;96.66666666666669
2025-08-16/12:14:13;zero;gemma3_1b_trained_432;99.67564209998818;100.0;13;2.181038379669189;0.3204630727102274;96.66666666666669
2025-08-16/12:23:24;zero;gemma3n_e2b_it_trained_432;255.3152138000005;98.14814814814817;1;1.101544737815857;1.7772870946813513;96.66666666666669
2025-08-16/12:41:54;zero;gemma3n_e2b_it_trained_432;226.526867699984;98.14814814814815;2;1.1590598821640015;1.2367645811151575;96.66666666666667
